"filename","title","description","date","location","author"
"Shanghai_ZH-CN10665657954","【今日秋分】清晨以风筝为伴晨跑中的人，中国上海","秋风瑟瑟，在这个景色最美的时节，清晨时分，上海外滩早早就有人沿着黄浦江晨跑，人们已经忘却夏天炎热的味道，渐渐的寒冷也使人们更加需要锻炼来增加自身的热度，也为开启新的一天准备一个更有精神的面貌。看，那空中飞舞的风筝仿佛在向我们诉说着秋分时节的来临！","2017-09-23","亚洲, 中国, 上海"," Kiszon Pascal/Getty Images"
"ErfurtOktoberfest_ZH-CN11152792740","慕尼黑啤酒节期间的摩天轮以及埃尔福特大教堂和圣西弗勒斯教堂的景象","如果你此时在德国，那么很有可能遇到慕尼黑啤酒节集市，这个持续16到18天的民间节日在巴伐利亚文化中根深蒂固。自从1810年以来，每年秋天，它都会给慕尼黑带来超过600万的客流量。此时埃尔福特大教堂和圣西弗勒斯教堂也比平时更辉煌更热闹，喝着啤酒逛教堂何不也是人生一大趣事？","2017-09-24","欧洲, 德国, 埃尔福特"," Hans P. Szyszka/age fotostock"
"PrecipiceLake_ZH-CN10138285567","美洲杉国家公园内的悬崖湖，美国加利福尼亚州","在加利福尼亚的美洲杉国家公园，悬崖湖冰冷的湖水，映衬着一堵花岗岩的墙，安塞尔·亚当斯，这位环保主义者和艺术家在1932年拍摄了这样一张黑白照片。除了原始的高山湖泊，这个公园还因其古老而高大的树木而闻名，其中包括世界上最大的单梗树——红杉树。","2017-09-25","北美洲, 美国, 美洲杉国家公园"," Caleb Weston/Getty Images"
"TurpanDepression_ZH-CN12295576336","吐鲁番盆地鸟瞰图，中国","吐鲁番盆地位于中国西部的博格达山脚下，是地球表面裸露程度最低的地方之一，也是最热的地方之一。在这里，你会发现位于海平面以下500英尺的干燥的盐湖。在名副其实的火烈山上，夏季气温经常爬升到华氏120度以上，沙漠中的热量在红色砂岩上造成了一种火焰的错觉。","2017-09-26","亚洲, 中国, 吐鲁番市"," NASA"
"LakePukaki_ZH-CN9412206565","普卡基湖，新西兰南岛","新西兰南阿尔卑斯山脉的冰川侵蚀了下面的基岩，并将石头粉碎成“岩石粉”，然后流入了普卡基湖的水域。粉状微粒很轻，使其能够悬浮在水中，把湖水变成了一颗闪闪发光的蓝色宝石。令人震惊的是，导演彼得·杰克逊选择了普卡基湖作为《霍比特人》三部曲的主要场景拍摄地。","2017-09-27","欧洲, 新西兰, 南岛"," Martin Heck/Nimia"
"KonikHorses_ZH-CN11260575341","奔跑中的柯尼克马，荷兰东法尔德斯普拉森自然保护区","柯尼克可以大致翻译成波兰语中的“小马驹”，这匹矮壮的马驹以其原始的标记而闻名，特别是背部的条纹和灰褐色的皮毛。柯尼克马如今作为恢复自然状态的措施的一部分已经被引入欧洲自然保护区。通过在这些地区的土地上吃草，柯尼克马使生态系统更加适合其它物种。","2017-09-28","欧洲, 荷兰, 东法尔德斯普拉森自然保护区"," Jim Brandenburg/Minden Pictures"
"MtIbukiyama_ZH-CN6882861958","伊吹山车道上的秋景，日本滋贺县米原市","在日本的滋贺县，蜿蜒的伊吹山车道上有一些弯弯曲曲的路，但只要你开过这蜿蜒危险的山路就可以来到山顶，这是该地区最高的山峰。从山顶的停车场只需要步行十分钟便可看到美丽的景色。每年的这个时候，在日本最大的淡水湖——琵琶湖的景色中，游客们都能享受到秋天的色彩。","2017-09-29","亚洲, 日本, 米原市"," The Asahi Shimbun/Getty Images"
"SitanaPonticeriana_ZH-CN9845735476","Ghoradeshwar山的反身蜥，印度马哈拉施特拉邦浦那市","这只小而威武的反身蜥正在炫耀其红色、蓝色和黑色的鳞片，试图吸引一位女性蜥蜴。它的喉部周围有薄薄的一层皮肤，被称为咽喉附属物，其颜色通常与身体其它部分的颜色相同。但在交配季节，雄性的喉扇会出现鲜艳的颜色。这只长着彩色喉扇的蜥蜴的家就在印度次大陆干旱的土地上。","2017-09-30","亚洲, 印度, 浦那市"," Abhishek Bawkar/500px"
"RedFlag_ZH-CN7582013591","国庆节期间街道上飘扬的五星红旗，中国深圳","你是否依旧每次听到中华人民共和国国歌时会热泪盈眶，无论在什么场合都显得激动万分，这种发自内心的民族凝聚力一直深深存在于每个中国人的心里。那么在今天，你看那街道上飘扬的五星红旗，象征着鲜血与汗水的国旗，有没有为我们伟大的祖国感到无比的骄傲自豪，让我们大声喊出它的名字吧！中国！","2017-10-01","亚洲"," Bartlomiej Magierowski/Alamy Stock Photo"
"RioGrandeCottonwood_ZH-CN10631006696","秋季格兰德河畔两岸的三角叶杨树，美国新墨西哥州","49年前的今天，约翰逊总统签署了《国家野生和风景河流法案》，该法案是为了保护自然环境。穿过新墨西哥州的格兰德河是美国200多条河流中的一条，作为该项目的一部分，格兰德河畔的两岸种起了一排排高大的三角叶杨树来保护自然生态的平衡，秋天时节这一排排杨树显得更加美好而静谧。","2017-10-02","北美洲, 美国, 格兰德河畔"," Tim Fitzharris/Minden Pictures"
"TimiderteKasbah_ZH-CN11865163382","Timiderte Kasbah，摩洛哥德拉河 ","位于摩洛哥德拉山谷的Timiderte Kasbah是著名的旅游胜地，这里是阿特拉斯山脉附近的干旱地区。多年来，这里得到了恢复，并保留着古时摩洛哥常见的高墙和防御工事，这是历史上为提供保护而建造的。德拉河就位于著名的德拉山谷，这是摩洛哥境内最长的河，自古以来哺育了摩洛哥大部分人口。","2017-10-03","非洲, 摩洛哥, 德拉河"," Mauricio Abreu/Aurora Photos"
"Mooncake_ZH-CN10274798301","安徽糕点艺术家制作的手工徽式月饼，中国黄山","在这个团圆的中秋节，圆圆的月亮与月饼成为这个节日的主角，然而，那些精致月饼的背后是辛勤劳作的糕点艺术家留下的汗水，他们为传统手工月饼的手工艺传承铺垫了厚实的基础。你看那一颗颗洁白如玉，皮酥馅饱的徽式月饼让人垂涎欲滴，那么作为年轻人的你是否也想尝试一下这种有趣的手工艺呢？","2017-10-04","亚洲"," amy Stock Photo"
"SXSWTelescope_ZH-CN10124722940","德克萨斯州奥斯汀展出的詹姆斯·韦伯空间望远镜的全比例模型，美国","你所看到的是詹姆斯·韦伯空间望远镜的一个全尺寸模型，这是一个工程学的奇迹。当它在明年这个时候正式投入使用时，将是进入太空的最大的望远镜。韦伯空间望远镜配备了一个巨大的镀金反射镜来捕捉红外线，它将深入太空，并在135亿年前宇宙大爆炸后形成的第一颗恒星、行星和星系中进行观测。","2017-10-05","北美洲, 美国, 奥斯汀"," NASA"
"SweetChestnut_ZH-CN10220364928","堕落的甜栗子和紫蜡蘑，英国诺福克 ","如果你听过Coil乐团的歌曲，歌名“Amethyst Deceivers”即来源于紫蜡蘑的别称。正如你所看到的，这一顶顶紫色的小伞就是紫蜡蘑，它们被那些坠落的绿色甜栗子包围着，仿佛这些栗子在为紫蜡蘑们竖立一道道带刺的围墙，保护着它们的安全。让我们一起走进这些紫色小家伙的世界！","2017-10-06","欧洲, 英国, 诺福克"," Gary K. Smith/Minden Pictures"
"VallesMarineris_ZH-CN10598461085","火星上的峡谷系统-水手号峡谷地区上的小行星","位于火星赤道上的水手号峡谷的长度差不多是你从美国东海岸到西海岸的距离，约为2500英里。科学家们认为，这是火星表面正在冷却时形成的巨大的峡谷系统，并因侵蚀而进一步扩大和延长。正如你所看到的，这颗小行星闯入了这张卫星拍摄的火星峡谷系统的照片。","2017-10-07","亚洲"," Detlev van Ravenswaay/Getty Images"
"Mapleleaf_ZH-CN9491310356","【今日寒露】枫叶上的露滴，中国四川华蓥","秋分过后，便迎来了这个有露珠的季节——寒露，寒露是气候从凉爽到寒冷的过渡，从这一天开始，你便可以在每个清凉的早晨见到那一颗颗晶莹剔透的露珠闪闪的在阳光下发光。你看，那代表着秋天的红枫叶上也布满了露珠，仿佛向我们诉说着美好秋天的来临。","2017-10-08","亚洲, 中国, 华蓥"," Jerry Tan/age Fotostock"
"OrionNebula_ZH-CN10007648454","从神鹰I号望远镜拍摄到的猎户座大星云的红外图像","如果你能远离城市和高速公路的光污染，就有可能用肉眼看到猎户座大星云。猎户座大星云位于猎户座中，猎户座取名自古希猎神话中的一名猎人，你可以看到模糊的红色和蓝色星云。你的一瞥可能不会像NASA所使用的神鹰望远镜所拍摄的红外图像那样详细，但它在宇宙中的亮度和面积完全可以让你在地球上一饱眼福。","2017-10-09","北美洲"," NASA"
"SoyuzReturn_ZH-CN9848773206","联盟号航天器下降模块返回地球","今天是世界太空周的最后一天，这张联盟号返回舱降落在云层上的图像似乎是把我们带回地球的一种很好的方式。2015年，这艘飞船降落在哈萨克斯坦的杰兹卡兹甘附近。在着陆舱里有两名俄罗斯宇航员和一名美国宇航员，他们在国际空间站上待了将近6个月。这个一次性设计的航天器也成为苏联国力的巨大体现。","2017-10-10","亚洲"," Bill Ingalls/NASA"
"Rapadalen_ZH-CN11779950174","萨勒克国家公园内的拉帕谷，瑞典","游览瑞典北部的萨勒克国家公园，你可能需要花一些时间在广袤的拉帕谷。这片荒野经常被雨水浸透，山谷被高耸的山峰包围着，萨勒克国家公园是数百座山的家园，其中包括一些瑞典最高的山峰。而第一次来到山谷的游客可以安排一个向导来陪同，因为在拉帕谷没有指定的步道，所以请个导游也是非常必要的。","2017-10-11","欧洲, 瑞典, 萨勒克国家公园"," Hans Strand/plainpicture"
"LittleAuks_ZH-CN9796184036","小海雀们飞过冰山，挪威斯匹次卑尔根群岛","对于小海雀们来说，挪威斯匹次卑尔根群岛冰冷的海水和寒冷的岩石海滩是理想的夏季繁殖地。在斯匹次卑尔根群岛海岸的悬崖上，这些鸟儿在巨大的栖息地筑巢。他们需要时刻躲避饥饿的海鸥和北极狐，防止它们破坏巢穴。不管怎么样那里是小海雀的家，所以它们还是会不顾艰难险阻的来到这里。","2017-10-12","欧洲, 挪威, 斯匹次卑尔根群岛"," Danny Green/Minden Pictures"
"CoastalBeech_ZH-CN8739604309","沿海的山毛榉森林，德国宁哈根","当谈到幽灵森林时，当地人把位于德国宁哈根外的沿海森林叫做“幽灵之木”，这个名字很可能得名于它们扭曲、蛇状的树枝。由于山毛榉森林的树冠又厚又黑，几乎没有阳光照射到森林的地面，所以幽灵的气氛得到了增强，令人毛骨悚然的情绪更加强烈。但也许你会了解到它们温柔的一面。","2017-10-13","欧洲, 德国, 宁哈根"," Sandra Bartocha/Minden Pictures"
"ScreechOwl_ZH-CN8838787484","奥克弗诺基国家野生动物保护区内的东美角鸮，美国佐治亚州","在荒野地区和靠近人类居住区，从大西洋海岸到德克萨斯州西部再到蒙大拿州，东美角鸮非常普遍，它们甚至会在你的后院筑巢，但因为它们很安静，善于伪装，你可能没有意识到离它们有多近。它们看起来可能很凶猛，但这些猫头鹰比一品脱的玻璃杯还小，并以昆虫、蠕虫和小啮齿动物为食。","2017-10-14","北美洲, 美国, 奥克弗诺基国家野生动物保护区"," Media Drum World/Aurora Photos"
"DerwentDam_ZH-CN8389406299","德文特水库，英国德比郡","在英国德比郡的德文特山谷，这种平静的环境似乎不太可能成为工业革命的诞生地，但在18世纪，它却充斥着创新。这个地区位于峰区国家公园，有着许多历史遗产。正如你现在所看到的德文特大坝，它也有着独特的历史。这一大坝为二战飞行员提供了一个军事打击场所，也算是个避难所。","2017-10-15","欧洲, 英国, 德文特水库"," R A Kearton/Getty Images"
"ElandAntelope_ZH-CN15342367318","埃托沙国家公园内的伊兰羚羊和长颈鹿，纳米比亚","你所看到的这些羚羊忍不住抬头看着那只长颈鹿，它们聚集在一起，范围从50到500只不等，并且基于性别和年龄形成不同的社会群体。牧羊人甚至在这里组建“托儿所”，让孩子们聚集在一起。这组照片是在埃托沙国家公园拍摄的，这里是纳米比亚的野生动物保护区，其实也是一片巨大的盐沼地。","2017-10-16","非洲, 纳米比亚, 埃托沙国家公园"," David Schultz/Mint Images/SuperStock"
"ElkValleyVideo_ZH-CN7645555683","东库特尼的埃尔克河，加拿大不列颠哥伦比亚省","在不列颠哥伦比亚省库特尼地区的埃尔克山谷，埃尔克河从阿尔伯塔的西南部边界开始，蜿蜒到蒙大拿边界附近。一路上，你可以享受在埃尔克河上飞钓，或者在埃尔克福德和埃尔科的小镇上休息。不列颠哥伦比亚省的这一地区历史上一直受到煤矿业的影响，这是该地区的主要产业之一，但旅游业也日益带动着该地区的发展。","2017-10-17","北美洲, 加拿大, 东库特尼"," Carson Ganci/First Light/age fotostock"
"Consuegra_ZH-CN10542201464","孔苏埃格拉小镇内的风车，西班牙卡斯蒂利亚-拉曼恰托莱多省","这个风车小镇因为塞万提斯的小说《堂·吉诃德》而出名，这些风车位于孔苏埃格拉小镇，小镇靠近一个古老的城堡，这个城堡曾经住着骑士。《堂·吉诃德》第一次出版于1605年，被广泛认为是小说中最伟大的作品之一，它继续激励着人们。孔苏埃格拉小镇也满足着人们对风车的所有幻想。","2017-10-18","欧洲, 西班牙, 孔苏埃格拉"," Juan José Pascual/age fotostock"
"GreatSaltLake_ZH-CN12553220159","大盐湖的太阳能蒸发池，美国犹他州","这片水域被称为“美国死海”，湖水的含盐量比海水要多得多，在水面上很容易就能看到白色的亮晶晶盐粒。大盐湖是西半球最大的咸水湖，但它只是史前湖泊——邦纳维尔湖的残余部分。在最后一个冰河时期，这个湖泊摧毁了自然大坝，大部分的水都被释放在邦纳维尔洪水中，这一事件雕刻出了峡谷，创造了至今仍存在的瀑布。","2017-10-19","北美洲, 美国, 大盐湖"," Robert L. Potts/Offset"
"LaGrandeNomade_ZH-CN10098798714","由艺术家荷梅·潘萨设计的流浪者雕像的内部细节，法国昂蒂布","雕刻家荷梅·潘萨在世界各地制造了许多大型雕塑。“Le Nomade”描绘了一个由不锈钢制成的人形雕像，它被切割成英文字母。当你在法国的昂蒂布参观时，你会发现这个雕像非常巨大，这也与潘萨的创作理念一致，它创造的艺术不仅吸引了我们的视觉感官，我们的思想也被他带动。","2017-10-20","欧洲, 法国, 昂蒂布"," travelstock44/Alamy"
"HawaiiWave_ZH-CN13164844408","瓦胡岛的北岸的“波浪建筑”，美国夏威夷","在夏威夷瓦胡岛的北岸，这里是摄影师捕捉太平洋生动美景的好地方，因为在海滩上能够看见太平洋的传奇巨浪，十几米的波浪让一切都显得非常震撼。这张照片拍摄于清晨，照片里由于水的力量和运动，形成了一个卷曲的波浪。这些波浪使北岸成为夏威夷主要的冲浪目的地之一。","2017-10-21","北美洲, 美国, 瓦胡岛"," Vince Cavataio/plainpicture"
"AmalfiCathedral_ZH-CN9007250446","阿马尔菲主教座堂，意大利阿马尔菲","意大利西南海岸的阿马尔菲大教堂已经重建和改造了几个世纪，因此，各种非罗马建筑的风格影响了教堂的外观。阿马尔菲这个村庄是这里柠檬生产区域的一部分，这里生产的水果主要是制作“柠檬甜酒”，一种甜的酒精饮料。在阿马尔菲，晚餐后的饮料是冷的，它们被装在一种冷冻的陶瓷容器里。","2017-10-22","欧洲, 意大利, 阿马尔菲"," Inge Johnsson/age fotostock"
"Forest_ZH-CN16430313748","【今日霜降】林芝市的云雾森林，西藏高原","度过了短暂的秋，身体仿佛已经习惯了那种最舒服适宜的温度，不冷不热是最适合出行的季节。这里是西藏高原林芝市的云雾森林，正如它的名字一样，这里云雾缭绕的样子为森林增添了几分神秘感，由于天气的逐渐变冷，这些云雾愈发浓重，也许漫步森林时你才会真正觉得秋天真的要过去了。","2017-10-23","亚洲, 中国, 林芝市"," Media Drum World/Aurora Photos"
"CatBaBoats_ZH-CN10815977512","越南吉婆岛上的小船","尽管有很多观点表明，在吉婆岛的吉婆镇多多少少有一些人类活动，但大多数生物多样性的天堂仍未得到开发。岛上的三分之一，以及海湾的一部分被保留成为吉婆国家公园。吉婆岛包含了各种各样的环境，从红树林沼泽到岩溶悬崖。这些悬崖是岛上很少见到的，同时这也是濒临绝种的灵长类动物，金头叶猴的家园。","2017-10-24","亚洲, 越南, 吉婆岛"," Garret Suhrie/Tandem Stills + Motion"
"TahquamenonFalls_ZH-CN9860471458","塔库梅隆瀑布州立公园内的塔库梅隆瀑布，美国密歇根州","这美丽的秋天色彩来自于密歇根州的塔库梅隆瀑布的上段瀑布。这个瀑布的绰号叫“啤酒瀑布”，因为水经常被红色和褐色色调所包围着。河两旁大量的雪杉、云杉和铁杉释出的丹宁酸浓缩在水中，导致瀑布变色。当秋天把树叶变成橘色和深红的时候，瀑布就会与周围景色有着默契的色彩搭配。","2017-10-25","北美洲, 美国, 塔库梅隆瀑布州立公园"," Matt Anderson Photography/Getty Images"
"HallstattAustria_ZH-CN10534000934","哈尔施塔特，奥地利","哈尔施塔特村周围的山上的盐矿现在是一个令人喜爱的旅游景点，但它曾经是当地经济的支柱。如今，这个像童话故事一般的小村庄每年吸引着成千上万的游客。因为小镇的美景极其珍贵，因此被评为全球最美小镇之一。2012年，中国甚至建造了一个完整的小镇复制品。","2017-10-26","欧洲, 奥地利, 哈尔施塔特"," rudi1976/Alamy"
"KemeriBog_ZH-CN10588444178","凯迈里国家公园，拉脱维亚","在波罗的海国家拉脱维亚的这个美丽沼泽中，这里的景观饱和度超高，虽然这片沼泽看起来不那么招人喜欢，但不要小看它的作用。当泥炭在海绵环境中积累时，它就会吸收有害的二氧化碳。凯迈里国家公园就有着许多泥炭沼泽，这些特殊景观也让凯迈里吸引着越来越多的游客前往。","2017-10-27","欧洲, 拉脱维亚, 凯迈里国家公园"," Sven Zacek/Minden Pictures"
"Cotoneaster_ZH-CN13904488642","【今日重阳节】栒子属植物秋色的叶子","呼吸着冰冷的空气，你会发觉秋天的味道越来越浓重。你瞧，这些栒子属植物也在展露这秋意的浓厚，它们在葱葱郁郁的绿色间惊喜的露出星星点点的鲜艳红色，预示着秋天的成熟。而在这个凉爽的秋季，重阳节也在一片清凉中到来，人们都会在这一天好好的欣赏这美丽的秋天。","2017-10-28","亚洲"," Steve Terrill/Danita Delimont"
"KyrgyzstanCat_ZH-CN10422392512","天山的雪豹，吉尔吉斯斯坦","这只难以捉摸的雪豹的特写照拍摄于吉尔吉斯斯坦的天山上。在中国天山，雪豹成为真正的主角，它有有力的腿，烟灰色的皮毛，还有大爪子。这张照片是由一个装有传感器的伪装的远程摄像机拍摄的。好消息是，雪豹最近从“濒危物种”升级为“弱势”，希望这个消息意味着我们可以看到更多的雪豹自拍照！","2017-10-29","欧洲"," Sebastian Kennerknecht/Minden Pictures"
"InspirationPoint_ZH-CN7836594587","优胜美地国家公园灵感点附近的隧道，美国加利福尼亚州","这张照片是在优胜美地国家公园的灵感点附近拍摄的，在那里，探险家们可以在小径上发现各种有趣的场景。在优胜美地国家公园，有许多景观可以在灵感点观赏到。该地区是伊尔酋长岩和半圆顶这样的标志性岩层的所在地，它以丰富的瀑布而闻名。这里曾经生活着许多当地土著，也算是个保存完整的古迹了！","2017-10-30","北美洲, 美国, 优胜美地国家公园"," Cameron MacPhail/Aurora Photos"
"HauntedGallery_ZH-CN7884856477","【今日万圣节】超自然肖像","祝贺你——如果你看到这个页面，那么说明你已经挺过了我们闹鬼的主页，一个真正的超自然的互联网角落。在这里，我们提供你最意想不到的惊吓，但这都是出于乐趣的精神。毕竟，搜索引擎并不是真的闹鬼的，不是吗？如果你打算今晚出去，记得提防小鬼魂和精灵，他们可是不给糖就捣蛋的哦！","2017-10-31","亚洲"," Getty"
"Uummannaq_ZH-CN11265049839","乌玛纳克，格陵兰岛","在一个以冰为主的国家，生活可能会有点寒冷。但是，在格陵兰岛西北部的乌玛纳克社区，却有圣诞老人作为邻居。这里的孩子们相信，圣诞老人在Spraglebugten湾附近度过了他的夏天。格陵兰岛是世界上最大的岛屿，它也是世界上最大的国家公园的所在地。对于快乐的人来说，这里是很好的目的地。","2017-11-01","欧洲, 格陵兰岛, 乌玛纳克"," Gonzalo Azumendi/Getty Images"
"ShanwangpingKarst_ZH-CN5360258756","重庆郊区的山王坪喀斯特国家生态公园，中国","在中国重庆的山王坪喀斯特国家生态公园，四季的变化为我们提供了丰富多彩的戏剧，黎明的红木、银杏树和日本柳杉都展示了它们不同的色调。2015年，山王坪被批准为中国第一个国家喀斯特公园。中国的这一部分以喀斯特地貌闻名，包括高耸的拱门和广阔的洞穴。山王坪还被列入了国家年度“森林氧吧”的名单。","2017-11-02","亚洲, 中国, 山王坪喀斯特国家生态公园"," Chen Chao/Getty Images"
"TaProhm_ZH-CN9310499614","吴哥考古园内的塔布茏寺，柬埔寨","塔布茏寺位于柬埔寨的暹粒省，当高棉帝国在15世纪倒塌时，塔布茏寺和许多其它类似的石头寺庙都被遗弃。20世纪后期，修复组织选择留下塔布茏寺，并清理了一些丛林灌木，但留下了巨大的四树木，因为它们的根和树干逐渐地进入了寺庙的石雕。如今保存完好的石头寺庙成为柬埔寨吴哥的一个主要旅游景点。","2017-11-03","亚洲, 柬埔寨, 暹粒市"," Stefano Coltelli/Offset"
"PrusikPeak_ZH-CN10980657640","高山湖泊荒野动植物自然保护区内的普斯克峰，美国华盛顿州","普斯克峰非常上镜，它位于华盛顿州斯图尔特山脉的高山盆地地区。该地区是喀斯喀特山脉的一个分支，当欧洲和美国的探险者开始绘制该地区的地图时，他们为下盆地起了童话般的名字，而为上盆地起了北欧神话的名字。这些山峰不光拥有神秘的名字，而且在地图上被标为该地区的必游之地！","2017-11-04","北美洲, 美国, 高山湖泊荒野动植物自然保护区"," Floris van Breugel/Minden Pictures"
"FoucaultPendulum_ZH-CN9807228543","格里菲斯天文台内的傅科摆装置，美国洛杉矶","1851年，法国物理学家莱昂·傅科首次在巴黎展示了他的钟摆实验。从那时起，傅科摆就成了世界各地科学中心和博物馆的支柱。这种设备简单、优雅，而且它悬挂的硬件允许钟摆在任何方向上摆动，同时也被认为是第一个证明地球可以自转的仪器。而今傅科摆依旧在洛杉矶格里菲斯天文台的大厅不停运作。","2017-11-05","北美洲, 美国, 洛杉矶"," GIPhotoStock/Science Photo Library"
"BudaCastle_ZH-CN8740088800","从匈牙利布达佩斯的盖勒特山看到的布达城堡","如果你想要在布达佩斯的历史上进行一次生动的旅行，那就找时间去多瑙河岸边看看布达城堡吧。这座建成于1265年的中世纪城堡的遗迹，已经融入了皇家宫殿的许多迭代和重建。布达城堡代表了巴洛克风格、哥特式风格和共产主义时代的现代建筑风格，记录了匈牙利的许多变化和动荡。","2017-11-06","欧洲, 匈牙利, 布达城堡"," Ionut David/Alamy"
"CRGFerns_ZH-CN13613783251","黄龙风景名胜区，中国四川","这是即将进入冬季的日子，在中国四川省高海拔的山峰上，从高处缓行的缆车是观景的最佳选择。立冬时节，从缆车上俯瞰的景色便像现在这样，平日里被郁郁葱葱的树木覆盖的山体，如今也像是披了一层白纱一样，布满白色的雪霜，给人一种漫无边际的享受感。","2017-11-07","亚洲, 中国, 黄龙风景名胜区"," Sergey Orlov/Design Pics/plainpicture"
"PointArenaLH_ZH-CN12332642727","波因特阿里纳灯塔，美国加利福尼亚州","波因特阿里纳灯塔是波因特阿里纳小镇唯一的灯塔，自1870年起，灯塔一直处于正常工作状态，并在每个黑夜为往来的船只照亮回家的路。如今，包括陆地和水域在内的沿海地区被指定为海洋保护区。它们保护该地区的各种原始自然栖息地，也让小镇的灯塔得到了应有的保护。","2017-11-08","北美洲, 美国, 波因特阿里纳"," plainpicture/Westend61/Spotcatch"
"HeronIslandShark_ZH-CN12565902939","避开鲨鱼追击的鱼群，澳大利亚赫伦岛","位于澳大利亚海岸附近的赫伦岛周围的这片水域吸引着潜水者与大堡礁的海洋生物近距离的接触。黑鳍鲨和柠檬鲨在这里自由自在的畅游，尽管它们在人类周围并不具有攻击性，但它们仍是可怕的野兽。如果不被当作猎物的话，鱼群很乐意让这些大家伙们从中穿过。","2017-11-09","大洋洲, 澳大利亚, 赫伦岛"," Scott Carr/REX/Shutterstock"
"MudstoneBadlands_ZH-CN9863836503","恶地国家公园内的城堡步道，美国南达科他州","这个充满岩石和泥岩的小径是位于美国南达科他州恶地国家公园里的城堡步道。对于一个叫做“荒地”的地方来说，这个仿佛被美国遗忘的角落，却有着独到的自然美景和可探寻的悠久历史。1978年这里正式成为国家公园，这个美国角落的活化石也得以保护。","2017-11-10","北美洲, 美国, 恶地国家公园"," Kirkendall-Spring Photographers/NPL/Minden Pictures"
"LeuchtturmWarnemuende_ZH-CN8673593712","瓦尔内明德的灯塔，德国梅克伦堡-前波美拉尼亚州罗斯托克市","瓦尔内明德始建于公元1200年，位于波罗的海南岸瓦诺夫河河口，是罗斯托克市的外港。由于这里位于波罗的海海上交通的核心位置，因此这里聚集着无数灯塔和导航设备。每当黄昏来临，港口的灯塔都会逐一亮起，与逐渐消失的霞光相互交映，那一刻，仿佛是在梦里，美到心醉。","2017-11-11","欧洲, 德国, 瓦尔内明德"," Sandra Kreuzinger/Moment Open/Getty Images"
"SecretaryHunt_ZH-CN11125428449","一只蛇鹫在南非利特弗雷自然保护区内寻找食物","图中这只4英尺高的猛禽是一股不可忽视的力量。没错，这就是有着优雅外表但其实超级凶猛的蛇鹫。它们因有着像鹰一样的身体和强有力的腿而闻名，它们捕捉猎物时甚至可以吞下整个猎物。这种凶猛的鸟得名于它独特的头部——据说它的头部突出的黑色羽毛就像老式羽毛笔。这也成为它们显著的特征。","2017-11-12","非洲, 南非, 利特弗雷自然保护区"," Richard du Toit/Getty Images"
"PlanetariumBibliotheca_ZH-CN12150844356","新亚历山大图书馆的天文馆，埃及亚历山大港","这个超像宇宙飞船的建筑其实是埃及新亚历山大图书馆的天文馆。这座图书馆建于2002年，用于复兴亚历山大古图书馆作为古代研究中心的知识氛围。原来的图书馆建于公元前3世纪，曾经收藏过世界上最大的手稿。这些古老的手稿大多是在纸莎草卷轴上的，非常珍贵！今天，图书馆以崭新的面貌迎接着新一代的学者。","2017-11-13","非洲, 埃及, 亚历山大港"," Paul Panayiotou/SIME/eStock Photo"
"RosendaleTrestle_ZH-CN11277827091","罗森代尔高架桥，美国纽约州罗森代尔","在纽约州罗森代尔，火车驶过历史悠久的罗森代尔高架桥已经40年了。这座高达150英尺的高架桥在1872年开放那天是美国最高跨度的桥梁，它是由Wallkill Valley铁路公司建造的。如今，高架桥已经有了新的用途，变成了一条公共人行道，开放给所有人享受。","2017-11-14","北美洲, 美国, 罗森代尔"," Greg Miller/Gallery Stock"
"OlivesTunisia_ZH-CN11038020957","新种植的橄榄园，突尼斯宰格万","自古以来橄榄林就在地中海地区生长，甚至一些历史悠久的小树林仍出产水果。这些橄榄在秋天和冬天收获，最常见的采摘方式是摇动树枝。大多数橄榄都会变成橄榄油，它们有非常广泛的用途，从皮肤护理到烹饪到宗教仪式。尽管西班牙是世界上最大的“液体黄金”生产国，但突尼斯的产出几乎同样多。","2017-11-15","非洲, 突尼斯, 宰格万"," Yann Arthus-Bertrand/Getty Images"
"CorongBeachDrone_ZH-CN12754210743","艾尔尼多自然保护区内巴奎湾的景观，菲律宾巴拉望省","在菲律宾的巴奎湾，美丽的爱妮岛拥有一个“秘密”。除了岛上陡峭的岩壁外，还有一个小的水下裂缝处，这是一个与世隔绝的海滩的入口。你可以通过这里游到一个小小的，原始的天堂。据说，正是这片海滩让亚历克斯·加兰写了他的小说《海滩》。艾尔尼多的任何海滩都值得去参观，白色的沙滩、珊瑚礁和绚丽的落日在这里比比皆是。","2017-11-16","亚洲, 菲律宾, 艾尔尼多自然保护区"," Alex Punker/Nimia"
"RoyalAlcazars_ZH-CN12033879324","塞维利亚王宫的大使厅，西班牙","塞维利亚王宫的建设始于914年，到1364年，这座摩尔式宫殿的各种建筑被连接起来，成为目前欧洲最古老的皇家宫殿建筑群。传统的瓷砖和马赛克作品，以及一些建筑，反映了原始的穆斯林、摩尔式风格。宫殿内有许多精美的浮雕，所有的物品似乎都在诉说着这个宫殿的古老历史。","2017-11-17","欧洲, 西班牙, 塞维利亚"," Lucas Vallecillos/age fotostock"
